tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	bed_dip	bed_dip_direction	citations	composite_depth	conglomerate_test	contact_test	core_depth	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	elevation	external_database_ids	geographic_precision	geologic_classes	geologic_types	height	instrument_codes	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	int_n_specimens	lat	lithologies	location	lon	magn_mass	magn_volume	method_codes	paleolat	paleolon	result_quality	result_type	samples	scientists	site	site_alternatives	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
								10.1029/2005GC001141						ARC459																				5.21e-05	7e-07		2		9.8753		9 N East Pacific Rise	255.7302			LP-PI-ALT-PTRM:LP-PI-TRM-ZI:GM-NO				a			ARC459														
								10.1029/2005GC001141																						Extrusive : Igneous:Submarine	Chilled Margin:Lava Flow								9.8585	Basalt	9 N East Pacific Rise	255.6698			FS-C-WAX							ARC465														
								10.1029/2005GC001141						ARC465																				7.4e-06	4e-07		2		9.8585		9 N East Pacific Rise	255.6698			LP-PI-ALT-PTRM:LP-PI-TRM-ZI:GM-NO				a			ARC465														
								10.1029/2005GC001141																						Extrusive : Igneous:Submarine	Chilled Margin:Lava Flow								9.8419	Basalt	9 N East Pacific Rise	255.6828			FS-C-WAX							ARC499														
								10.1029/2005GC001141						ARC499																				1.89e-05	1.1e-06		2		9.8419		9 N East Pacific Rise	255.6828			LP-PI-ALT-PTRM:LP-PI-TRM-ZI:GM-NO				a			ARC499														
								10.1029/2005GC001141																						Extrusive : Igneous:Submarine	Chilled Margin:Lava Flow								9.8711	Basalt	9 N East Pacific Rise	255.7037			FS-C-WAX							ARC510														
								10.1029/2005GC001141						ARC510																				3.82e-05	3e-07		2		9.8711		9 N East Pacific Rise	255.7037			LP-PI-ALT-PTRM:LP-PI-TRM-ZI:GM-NO				a			ARC510														
								10.1029/95JB03740						10																Extrusive:Igneous	Lava Flow								28.768	Not Specified	La Palma	342.231			SO-SM:FS-FD							LS110														
0.78				Ma				10.1029/95JB03740						LS110	7.2		4.7	51.1	53				p	n		100		PSVRL [ 115-12]: TRANS[ 3606 ]:PINT [1713 ]						0.0000295	0.000003				28.768		La Palma	342.231			FS-FD:LP-DC5:LP-DIR:LP-PI-ALT-PTRM:LP-PI-TRM:SO-SM:DE-BFL:GM-PMAG-POL				i			LS110												85	34.8	
								10.1029/95JB03740						13																Extrusive:Igneous	Lava Flow								28.768	Not Specified	La Palma	342.231			SO-SM:FS-FD							LS113														
0.78				Ma				10.1029/95JB03740						LS113	7.6		160.4	-68.5	103				p	n		100		TRANS[ 115-9]:PSVRL [3608 ]						0.0000054	0.0000009				28.768		La Palma	342.231			FS-FD:LP-DC5:LP-DIR:SO-SM:DE-BFL:GM-PMAG-POL				i			LS113												-62.8	135.3	
								10.1029/2001GC000276				1123.2																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp004														
0.5328				Ma				10.1029/2001GC000276				2660.8																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp006														
								10.1029/2001GC000276				1110.7																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp007														
0.5534				Ma				10.1029/2001GC000276				3090.8																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp010														
0.5534				Ma				10.1029/2001GC000276					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				2.979e-05	8.697e-07	2.919	2				HSDP2				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM			g		hsdp010e:hsdp010a		hsdp010			hsdp010e:hsdp010a											
0.5534				Ma				Tauxe & Yamazaki 2007:10.1029/2001GC000276		ND	ND		IE-SITE	V[A]DM: Site hsdp010, Site V [A] DM.									p	n										2.979e-05	8.697e-07	2.919	2		19.76		HSDP2	204.95			IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:DE-BFL:LP-PI-TRM				i	hsdp010e:hsdp010a		hsdp010			hsdp010e:hsdp010a	6.635e+22	2	1.937e+21								
0.4461				Ma				10.1029/2001GC000276					IE-SPEC	Recalculated from original measurements; supercedes published results.																				3.356e-05	0	0	1				HSDP2				IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:LP-PI-TRM			g		hsdp012c		hsdp012			hsdp012c											
0.5374				Ma				10.1029/2001GC000276				2753.2																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp013														
0.5538				Ma				10.1029/2001GC000276				3098.6																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp016														
0.5498				Ma				10.1029/2001GC000276				3012																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp018														
0.5484				Ma				10.1029/2001GC000276				2982.3																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp024														
								10.1029/2001GC000276				1734.3																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp027														
0.5483				Ma				10.1029/2001GC000276				2980.7																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp034														
0.4915				Ma				10.1029/2001GC000276					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				2.276e-05	2.645e-06	11.62	3				HSDP2				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		hsdp044b : hsdp044d:hsdp044a		hsdp044			hsdp044b : hsdp044d:hsdp044a											
0.4915				Ma				Tauxe & Yamazaki 2007:10.1029/2001GC000276		ND	ND		IE-SITE	V[A]DM: Site hsdp044, Site V [A] DM.									p	n										2.276e-05	2.645e-06	11.62	3		19.76		HSDP2	204.95			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM				i	hsdp044b : hsdp044d:hsdp044a		hsdp044			hsdp044b : hsdp044d:hsdp044a	5.069e+22	3	5.891e+21								
0.4453				Ma				10.1029/2001GC000276					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				2.852e-05	8.833e-07	3.097	3				HSDP2				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		hsdp046e: hsdp046e :hsdp046a		hsdp046			hsdp046e: hsdp046e :hsdp046a											
0.4453				Ma				Tauxe & Yamazaki 2007:10.1029/2001GC000276		ND	ND		IE-SITE	V[A]DM: Site hsdp046, Site V [A] DM.									p	n										2.852e-05	8.833e-07	3.097	3		19.76		HSDP2	204.95			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM				i	hsdp046e: hsdp046e :hsdp046a		hsdp046			hsdp046e: hsdp046e :hsdp046a	6.352e+22	3	1.967e+21								
0.5342				Ma				10.1029/2001GC000276				2688.30552																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp056														
0.5479				Ma				10.1029/2001GC000276				2972.74488																		Extrusive : Submarine:Igneous	glassy margin								19.76	Basalt	hsdp2	204.95										hsdp058														
0.5203				Ma				10.1029/2001GC000276					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				2.954e-05	1.358e-06	4.596	2				HSDP2				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		hsdp062c:hsdp062a		hsdp062			hsdp062c:hsdp062a											
0.5203				Ma				Tauxe & Yamazaki 2007:10.1029/2001GC000276		ND	ND		IE-SITE	V[A]DM: Site hsdp062, Site V [A] DM.									p	n										2.954e-05	1.358e-06	4.596	2		19.76		HSDP2	204.95			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM				i	hsdp062c:hsdp062a		hsdp062			hsdp062c:hsdp062a	6.58e+22	2	3.024e+21								
								10.1029/90JB02223																						Extrusive:Igneous	Lava Flow								-21.19	Basalt	Reunion	55.63			SO-MAG:SO-SUN:FS-FD							RA2														
	98	82		Ka				10.1029/90JB02223						RA2	7.8		1.5	-48.5	249.2				p	n	2.99	100		PINT[ 249]:PSVRL [965 ]						0.0000328	0.0000011	3.4			-21.19		Reunion	55.63			LP-DIR:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-II:DE-BFL:LP-DC4				i			RA2												81.6	226.5	
								10.1029/90JB02223																						Extrusive:Igneous	Lava Flow								-21.25	Basalt	Reunion	55.69			SO-MAG:SO-SUN:FS-FD							RB10														
	12	5		Ka				10.1029/90JB02223						RB10	5.8		350	-50	117.8				p	n	4.97	100		CALS7K.2[ 268 ]: GEOMAGIA50 [ 3385]: PINT [988 ]:PSVRL []						0.0000445	0.0000034	7.6			-21.25		Reunion	55.69			LP-DIR:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-II:DE-BFL:LP-DC4				i			RB10							8.6E+22	3				76.9	276.5	
								10.1029/90JB02223																						Extrusive:Igneous	Lava Flow								-21.25	Basalt	Reunion	55.69			SO-MAG:SO-SUN:FS-FD							RB11														
	12	5		Ka				10.1029/90JB02223						RB11	4.7		352.6	-53.5	262.7				p	n	4.98	100		CALS7K.2[ 269 ]: GEOMAGIA50 [ 3386]: PINT [989 ]:PSVRL []						0.0000406	0.0000077	19			-21.25		Reunion	55.69			LP-DIR:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-II:DE-BFL:LP-DC4				i			RB11							7.6E+22	3				75.6	260.9	
107			27	Ka				10.1029/95JB03844				266.82		43				41.1					p	n		100				Igneous	Not Specified			3.133e-05	1.23e-06				19.47	Basalt	Mauna Loa	204.39			LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC5				i			43							6.75e+22		2.7e+21					
391			40	Ka				10.1029/95JB03844				995.61		211				15.5					p	n		100				Igneous	Not Specified			2.739e-05	8.5e-07				19.82	Basalt	Mauna Kea	204.53			LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC5				i			211							6.99e+22		2.2e+21					
								10.1029/90JB02223																						Extrusive:Igneous	Lava Flow								-21.25	Basalt	Reunion	55.69			SO-MAG:SO-SUN:FS-FD							RB12														
	12	5		Ka				10.1029/90JB02223						RB12	6.5		347.7	-54.3	140.6				p	n	4.97	100		CALS7K.2[ 270 ]: GEOMAGIA50 [ 3387]: PINT [990 ]:PSVRL []						0.0000431	0.0000093	21.6			-21.25		Reunion	55.69			LP-DIR:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-II:DE-BFL:LP-DC4				i			RB12							7.9E+22	4				72.6	271.3	
20			10	Ka				10.1016/S0012-821X(98)00117-4					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	3.4		353.3	49	508.7	5	5	0	p	n	4.9921	0				Extrusive:Igneous	Lava Flow								37.8982	Basalt	Azores	334.1858			DE-BFL:DE-FM			g				az03			az03e2 : az03f1 : az03h1 : az03i1:az03a1											
20			10	Ka				10.1016/S0012-821X(98)00117-4						az03, vgps recalculated by MagIC database team.	2.2		351.2	48.5	1751.7				p	n		0				Extrusive:Igneous	Lava Flow								37.8982	Basalt	Azores	334.1858			LP-DIR:DE-BFL:LP-DC5				i			az03												78.8	197.7	
103				Ka				10.1016/S0012-821X(98)00117-4					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	2.8		10.8	58.7	225.4	13	13	0	p	n	12.9468	0				Extrusive:Igneous	Lava Flow								37.8358	Basalt	Azores	334.4853			DE-BFL:DE-FM			g				az11			az11c1 : az11c2 : az11d1 : az11d2 : az11e2 : az11f1 : az11h2 : az11i1 : az11i2 : az11k1 : az11l1 : az11m1:az11b2											
103			10.3	Ka				10.1016/S0012-821X(98)00117-4						az11, vgps recalculated by MagIC database team.	3.1		12.1	58.5	211.5				p	n		0				Extrusive:Igneous	Lava Flow								37.8358	Basalt	Azores	334.4853			LP-DIR:DE-BFL:LP-DC5				i			az11												80.4	52.5	
835			11	Ka				10.1016/S0012-821X(98)00117-4					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	1.9		202.1	-41.1	603.5	11	10	1	p	r	10.9843	0				Extrusive:Igneous	Lava Flow								37.7872	Basalt	Azores	334.8572			DE-BFL:DE-FM-LP			g				az13			az13a2 : az13b2 : az13c2 : az13d2 : az13e1 : az13e2 : az13f1 : az13g2 : az13i1 : az13j2:az13a1											
835			5.5	Ka				10.1016/S0012-821X(98)00117-4						az13, vgps recalculated by MagIC database team.	2		202.1	-41.1	574.5				p	n		0				Extrusive:Igneous	Lava Flow								37.7872	Basalt	Azores	334.8572			LP-DIR:DE-BFL:LP-DC5				i			az13												-66.4	275.5	
852			10	Ka				10.1016/S0012-821X(98)00117-4					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	1.4		161.8	-62.2	862.6	13	13	0	p	r	12.9861	0				Extrusive:Igneous	Lava Flow								37.785	Basalt	Azores	334.8483			DE-BFL:DE-FM			g				az19			az19b1 : az19b2 : az19c2 : az19d2 : az19e2 : az19f2 : az19g2 : az19h2 : az19i2 : az19j1 : az19j2 : az19l2:az19a2											
852			5	Ka				10.1016/S0012-821X(98)00117-4						az19, vgps recalculated by MagIC database team.	1.5		162.1	-62.4	871.2				p	n		0				Extrusive:Igneous	Lava Flow								37.785	Basalt	Azores	334.8483			LP-DIR:DE-BFL:LP-DC5				i			az19												-75.2	94.2	
17			1	Ka				10.1016/0012-821X(94)90049-3						DS04	2.3		339.2	44.8	285.008				p	n		100		GEOMAGIA50[ 3316]:PINT [1358 ]		Extrusive : Igneous:Archeologic	Lava Flow			0.000021	0.0000017	8.1			35.455	Not Specified	Japan	133.508			DE-BFL:LP-DIR				i			DS04				3.83E+22		3.1E+21	4.31E+22		3.5E+21					
14			1	Ka				10.1016/0012-821X(94)90049-3						SK01	5		20.3	71.8	112				p	n		100		GEOMAGIA50[ 3315]:PINT [1360 ]		Extrusive : Igneous:Archeologic	Lava Flow			0.0000376	0.0000019	5.1			42.799	Not Specified	Hokkaido	141.322			DE-BFL:LP-DIR				i			SK01				6.3E+22		3.2E+21	5.53E+22		2.8E+21					
	27	15		Ka				10.1016/S0031-9201(96)03221-9																						Extrusive:Igneous	Lava Flow								38.415	Not Specified	Vulcano, Italy	14.948										VU01														
620			70	Ka				10.1029/93JB03365						DI																Igneous:Extrusive	Lava Flow								50.2140512820513	Not Specified	West Eifel volcanics	6.78692307692308			LP-PI-ALT-PTRM:LP-PI-TRM:LP-DC2				i			DI										12.2	9.7	84	134.5	
0.34			0.003	Ma				Mankinen & Cox 1988:10.1029/2003GC000656						Basalt dike at Fortress Rock, Hut Point Peninsula.																Igneous	Lava Flow								-77.84	Basalt	McMurdo	166.7									E.A. Mankinen	mc04	4													
0.34			0.003	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	5.5		328.1	-86.1	196.9	5	5	0	p	n	4.9797	0															McMurdo				DE-BFL:DE-FM			g				mc04			mc04b : mc04e : mc04f : mc04g:mc04a											
0.34			0.003	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc04, Site VGP.	5.5		328.1	-86.1	196.9	5			p	n	4.9797	0													-77.84		McMurdo	166.7			DE-DI:DE-BFL:DE-FM				i			mc04			mc04b : mc04e : mc04f : mc04g:mc04a							17	10.6	83.1	23.2	5
0.074			0.0075	Ma				Mankinen & Cox 1988:10.1029/2003GC000656						Kenyte (trachyte) flow, Backdoor Bay, Cape Royds - near MT Erubus.																Igneous	Lava Flow								-77.55	Basalt	McMurdo	166.2									E.A. Mankinen	mc09	9													
0.074			0.0075	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	3.7		258	-82.7	220.1	8	8	0	p	n	7.9682	0															McMurdo				DE-BFL:DE-FM			g				mc09			mc09b : mc09c : mc09d : mc09e : mc09f : mc09g : mc09h:mc09a											
0.074			0.0075	Ma	Lisa Tauxe			10.1029/2003GC000656					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				2.755e-05	5.798e-07	2.105	2				McMurdo				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		mc09d:mc09a		mc09			mc09d:mc09a											
0.074			0.0075	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		IE-SITE	V[A]DM: Site mc09, Site V [A] DM.									p	n										2.755e-05	5.798e-07	2.105	2		-77.55		McMurdo	166.2			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM				i	mc09d:mc09a		mc09			mc09d:mc09a	3.619e+22	2	7.617e+20	3.641e+22	2	7.662e+20					
0.074			0.0075	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc09, Site VGP.	3.7		258	-82.7	220.1	8			p	n	7.9682	0													-77.55		McMurdo	166.2			DE-DI:DE-BFL:DE-FM				i			mc09			mc09b : mc09c : mc09d : mc09e : mc09f : mc09g : mc09h:mc09a							6.3	7.1	69.2	29.3	8
2.5			2.5	Ma				Mankinen & Cox 1988:10.1029/2003GC000656																						Igneous	Lava Flow								-77.57	Basalt	McMurdo	166.23									E.A. Mankinen	mc11	11													
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	2.2		327	-77.1	620.4	8	8	0	p	n	7.9887	0															McMurdo				DE-BFL:DE-FM			g				mc11			mc11b : mc11c : mc11d : mc11e : mc11f : mc11g : mc11h:mc11a											
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				3.925e-05	1.528e-05	38.94	4				McMurdo				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		mc11c : mc11e : mc11h:mc11b		mc11			mc11c : mc11e : mc11h:mc11b											
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		IE-SITE	V[A]DM: Site mc11, Site V [A] DM.									p	n										3.925e-05	1.528e-05	38.94	4		-77.57		McMurdo	166.23			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM				i	mc11c : mc11e : mc11h:mc11b		mc11			mc11c : mc11e : mc11h:mc11b	5.156e+22	4	2.008e+22	5.431e+22	4	2.115e+22					
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc11, Site VGP.	2.2		327	-77.1	620.4	8			p	n	7.9887	0													-77.57		McMurdo	166.23			DE-DI:DE-BFL:DE-FM				i			mc11			mc11b : mc11c : mc11d : mc11e : mc11f : mc11g : mc11h:mc11a							2.1	4.2	74.4	108.9	8
0.77			0.016	Ma				Mankinen & Cox 1988:10.1029/2003GC000656						Basalt dike cutting eroded cone, Dailey Island.																Igneous	Lava Flow								-77.88	Basalt	McMurdo	165.02									E.A. Mankinen	mc20	20													
0.77			0.016	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	4.5		141.6	-77.3	226.9	6	6	0	p	n	5.978	0															McMurdo				DE-BFL:DE-FM			g				mc20			mc20b : mc20c : mc20e : mc20f : mc20h:mc20a											
0.77			0.016	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc20, Site VGP.	4.5		141.6	-77.3	226.9	6			p	n	5.978	0													-77.88		McMurdo	165.02			DE-DI:DE-BFL:DE-FM				i			mc20			mc20b : mc20c : mc20e : mc20f : mc20h:mc20a							4.3	8.7	55.5	318.3	6
0.18			0.04	Ma				Mankinen & Cox 1988:10.1029/2003GC000656						Basalt dike cutting youthful cone, NW flank of Mount Discovery.																Igneous	Lava Flow								-78.31	Basalt	McMurdo	164.8									E.A. Mankinen	mc29	29													
0.18			0.04	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	5.3		9.5	-76.6	109.4	8	8	0	p	n	7.936	0															McMurdo				DE-BFL:DE-FM			g				mc29			mc29b : mc29c : mc29d : mc29e : mc29f : mc29g : mc29h:mc29a											
0.18			0.04	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc29, Site VGP.	5.3		9.5	-76.6	109.4	8			p	n	7.936	0													-78.31		McMurdo	164.8			DE-DI:DE-BFL:DE-FM				i			mc29			mc29b : mc29c : mc29d : mc29e : mc29f : mc29g : mc29h:mc29a							4.6	10.3	75.9	181.8	8
0.12			0.01	Ma				Mankinen & Cox 1988:10.1029/2003GC000656						Basalt flow on rim of crater, Mount Morning volcanic field.																Igneous	Lava Flow								-78.39	Basalt	McMurdo	164.23									E.A. Mankinen	mc35	35													
0.12			0.01	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	3.3		293.9	-84.2	280.5	8	8	0	p	n	7.975	0															McMurdo				DE-BFL:DE-FM			g				mc35			mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a											
0.12			0.01	Ma	Lisa Tauxe			10.1029/2003GC000656					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				2.599e-05	2.898e-06	11.15	4				McMurdo				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		mc35b : mc35c : mc35d:mc35a		mc35			mc35b : mc35c : mc35d:mc35a											
0.12			0.01	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		IE-SITE	V[A]DM: Site mc35, Site V [A] DM.									p	n										2.599e-05	2.898e-06	11.15	4		-78.39		McMurdo	164.23			IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:DE-BFL:LP-PI-TRM				i	mc35b : mc35c : mc35d:mc35a		mc35			mc35b : mc35c : mc35d:mc35a	3.406e+22	4	3.798e+21	3.405e+22	4	3.797e+21					
0.12			0.01	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc35, Site VGP.	3.3		293.9	-84.2	280.5	8			p	n	7.975	0													-78.39		McMurdo	164.23			DE-DI:DE-BFL:DE-FM				i			mc35			mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a							6.6	6.4	77.5	41.2	8
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	4		296.6	-78	224.6	7	7	0	p	n	6.9733	0															McMurdo				DE-BFL:DE-FM			g				mc38			mc38b : mc38c : mc38e : mc38f : mc38g : mc38h:mc38a											
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				4.631e-05	0	0	1				McMurdo				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		mc38g		mc38			mc38g											
2.5			2.5	Ma				Mankinen & Cox 1988:10.1029/2003GC000656																						Igneous	Lava Flow								-78.4	Basalt	McMurdo	164.21									E.A. Mankinen	mc38	38													
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc38, Site VGP.	4		296.6	-78	224.6	7			p	n	6.9733	0													-78.4		McMurdo	164.21			DE-DI:DE-BFL:DE-FM				i			mc38			mc38b : mc38c : mc38e : mc38f : mc38g : mc38h:mc38a							3.9	7.8	69.5	72	7
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	4.5		75.3	-55.7	219.6	6	6	0	p	n	5.9772	0															McMurdo				DE-BFL:DE-FM			g				mc48			mc48d : mc48e : mc48f : mc48g : mc48h:mc48c											
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				1.504e-05	0	0	1				McMurdo				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		mc48g		mc48			mc48g											
2.5			2.5	Ma				Mankinen & Cox 1988:10.1029/2003GC000656																						Igneous	Lava Flow								-78.24	Basalt	McMurdo	163.36									E.A. Mankinen	mc48	48													
2.5			2.5	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc48, Site VGP.	4.5		75.3	-55.7	219.6	6			p	n	5.9772	0													-78.24		McMurdo	163.36			DE-DI:DE-BFL:DE-FM				i			mc48			mc48d : mc48e : mc48f : mc48g : mc48h:mc48c							1.6	8.7	38.4	247.5	6
1.9			0.05	Ma				Mankinen & Cox 1988:10.1029/2003GC000656						Olivine basalt @ Roaring Valley.																Igneous	Lava Flow								-78.25	Basalt	McMurdo	163.22									E.A. Mankinen	mc50	50													
1.9			0.05	Ma	Lisa Tauxe			10.1029/2003GC000656					DE-SPEC	Recalculated from original measurements; supercedes published results. Direction included in Pmag_Results.	2.6		191.4	71.4	468.6	8	8	0	p	r	7.9851	0															McMurdo				DE-BFL:DE-FM			g				mc50			mc50b : mc50c : mc50d : mc50e : mc50f : mc50g : mc50h:mc50a											
1.9			0.05	Ma	Lisa Tauxe			10.1029/2003GC000656					IE-SPEC	Recalculated from original measurements; supercedes published results. Intensity included in Pmag_Results.																				3.884e-05	5.31e-06	13.67	2				McMurdo				IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM			g		mc50f:mc50a		mc50			mc50f:mc50a											
1.9			0.05	Ma	Lisa Tauxe			10.1029/2003GC000656		ND	ND		DE-SITE	VGP: Site mc50, Site VGP.	2.6		191.4	71.4	468.6	8			p	n	7.9851	0													-78.25		McMurdo	163.22			DE-DI:DE-BFL:DE-FM				i			mc50			mc50b : mc50c : mc50d : mc50e : mc50f : mc50g : mc50h:mc50a							1.7	5	-67.5	360	8
